386013.6037,806257.2701,60.3590
385885.4799,806194.1659,59.1039
385695.3264,806219.7498,55.7663
385615.0234,806230.5549,51.5151
385577.9894,806378.9716,45.2250
385575.4730,806382.2838,45.2049
385486.2035,806467.9891,46.3405
385391.2379,806542.2763,54.4188
385386.5205,806545.9665,54.3191
385115.3102,806303.5145,37.4285
385021.6841,806227.5451,31.3864
385591.1574,806056.5879,50.7577
385591.0229,806055.6080,50.7281
385584.4268,806007.5270,49.1522
386009.3604,806183.3083,60.7616
385886.8446,806203.0984,58.8825
385875.1503,806204.7104,58.8294
385823.2750,806210.3948,58.2188
385811.5540,806211.9909,58.3075
385759.8419,806219.1114,57.3079
385748.1521,806220.7205,57.2815
385696.4404,806227.8385,55.5893
385684.8323,806229.4364,55.5280
385623.2556,806238.0188,51.8275
385581.2215,806386.5360,45.7654
385564.3122,806408.7933,46.1628
385490.6049,806473.6182,46.6011
386011.8051,806165.9845,60.9826
385820.6045,806191.2054,58.2568
385808.9088,806192.7704,58.2090
385757.1965,806199.8926,57.4356
385745.5069,806201.5017,57.3568
385693.7943,806208.6198,55.6308
385682.2187,806210.2132,55.4873
385620.5817,806218.5912,51.8131
385598.1535,806055.6282,51.0550
385598.0176,806054.6406,51.0251
385592.3087,806013.1813,49.2799
385574.1817,806015.6680,49.7701
385578.0804,806045.2859,50.2140
385579.7131,806057.1595,50.2141
385566.1709,806375.1824,45.3733
385549.4804,806397.7887,45.3902
385385.0325,806532.8565,53.7710
386001.5480,806287.8423,62.3174
385900.3981,806301.5582,61.2612
385888.7061,806303.1550,61.2632
385836.9867,806310.2184,59.9347
385825.2947,806311.8153,59.6731
385773.5594,806318.8808,57.7062
385761.8704,806320.4772,57.4796
385710.1640,806327.5389,55.6928
385698.5976,806329.1185,55.3030
385619.2019,806414.6300,48.9939
386002.6404,806299.4343,61.7055
385902.0079,806313.2534,61.6201
385890.2159,806314.8864,61.5976
385775.2562,806330.7093,57.8220
385763.3985,806332.3164,57.5598
385628.8463,806421.7731,49.2495
385771.7648,806393.7446,58.4904
385679.7584,806460.1549,53.6904
385773.4047,806405.6280,58.6273
385689.6433,806466.9799,54.0379
385786.9787,806415.6909,58.7399
385775.5502,806420.4974,58.7771
385911.5696,806382.5660,62.3578
385867.7678,806415.9937,61.0485
385858.2360,806423.2680,60.7600
385816.8499,806454.8432,59.6060
385738.2787,806514.7885,58.5511
385898.7994,806377.2153,62.2054
385809.5639,806445.2933,59.6060
385800.0186,806452.5760,59.4272
385730.9967,806505.2438,57.8672
385910.8605,806472.4601,62.3714
385901.3221,806479.7371,62.3586
385781.2441,806571.2977,61.2359
385758.9831,806588.2830,61.2361
385722.3206,806540.2282,59.1803
385621.9843,806629.0455,56.1750
385714.9536,806530.7767,58.4798
385614.3474,806619.7537,56.1753
385672.1626,806489.1768,54.4834
385578.1566,806578.2134,53.2980
385662.5710,806482.0225,53.7329
385570.5197,806568.9216,53.0885
385619.2612,806449.5804,50.3424
385536.7520,806529.3881,50.9962
385609.3377,806442.1866,49.5677
385529.1313,806520.1160,50.9916
385804.1650,806159.0440,56.8378
385800.5359,806132.6729,55.7564
385816.0507,806157.4080,56.9147
385812.4209,806131.0369,55.5594
385859.3981,806124.5705,55.8508
385895.4118,806119.7030,56.3276
385906.4441,806118.1963,56.6425
386015.9564,806087.9196,63.7629
385886.9566,806105.6525,56.1861
385875.0573,806107.2882,56.0486
385857.3581,806109.7506,55.2631
385808.5407,806116.4319,55.1497
385796.5460,806118.1213,55.0462
385771.7166,806081.0593,52.8013
385761.9188,806073.2558,52.5200
385671.3183,806044.3874,51.7800
385659.4374,806046.1676,51.8323
385623.1633,806051.1232,51.6995
385862.3010,806014.4988,58.7055
385759.9684,806056.3628,52.2417
385872.6184,806001.3781,59.6482
385750.6272,806048.7998,51.9143
385621.5362,806039.2582,51.6977
385596.3869,806042.7495,51.2415
385752.6506,806166.1348,56.4778
385743.4228,806099.2004,53.7526
385740.7614,806167.7713,56.4378
385731.5491,806100.8348,53.8977
385689.2645,806174.8583,0.0000
385680.0134,806107.9286,54.5015
385678.3771,806096.0408,54.2133
385677.3767,806176.4947,55.7975
385524.0695,806344.1547,43.3489
385528.1616,806064.2581,47.8720
385526.5367,806052.4521,47.8696
385516.2747,806065.8949,47.3319
385514.3990,806337.0278,43.2740
385476.1313,806308.5944,42.3616
385468.7217,806072.4404,45.1714
385467.0919,806060.5984,45.1701
385456.8375,806074.0762,44.6314
385466.5015,806301.4380,42.1282
385371.3356,806231.0134,40.4384
385402.3610,806081.5739,42.6886
385400.7259,806069.6932,42.7964
385397.5770,806046.7251,42.3525
385378.1671,806049.3971,42.3487
385385.2891,806102.2720,42.1305
385353.4194,806223.0831,39.6617
385229.0599,806204.3665,37.6637
385140.3075,806156.5324,33.8925
385051.2471,806238.0110,34.1326
385060.8102,806245.2600,34.1326
385146.8902,806166.9844,33.9553
385217.3236,806206.6198,37.7420
385274.3948,806085.2987,35.0389
385498.3627,806444.0563,45.1274
385430.8892,806400.6139,42.3772
385422.0991,806392.4213,42.0873
385382.9408,806358.1763,40.8670
385373.6369,806350.5951,40.5464
385317.3749,806321.2835,40.3081
385300.6837,806309.6055,39.9128
385253.8996,806271.2916,37.3282
385244.6156,806263.6885,37.3900
385459.4587,806331.0312,42.3584
385358.8947,806258.7806,40.2129
385341.5875,806249.1032,39.7864
385233.9659,806232.5710,37.8061
385122.1816,806294.9491,36.9548
385101.1315,806277.0552,36.8097
385356.6489,806490.1106,51.4239
385347.4129,806482.5547,50.7698
385307.1647,806449.6275,48.2404
385297.8754,806442.0280,47.6405
385250.6559,806401.8035,44.3182
385235.6045,806389.1545,43.5069
385187.3984,806351.6465,40.3877
385178.1105,806344.0480,39.8903
385973.6453,806291.6259,63.3798
385862.8784,806306.6824,60.6183
385698.5976,806329.1185,55.3030
385736.0592,806324.0023,56.7383
385632.2968,806417.1001,49.2064
385906.4866,806386.4451,62.1823
385899.9760,806477.9741,62.3148
385742.9133,806511.3572,58.2244
385805.7915,806440.3488,59.2959
385692.9555,806462.7228,53.8708
385890.2739,806228.0108,58.9415
385826.8856,806236.6808,59.0652
385763.2574,806243.9528,58.0400
385700.5991,806258.2498,56.1682
385683.8279,806229.5764,55.5654
385681.1954,806210.3523,55.5157
385689.5422,806176.9280,55.7314
385752.9296,806168.2063,56.5140
385804.4570,806161.1204,56.9711
385816.3345,806159.5138,56.7492
385684.6717,806107.2874,54.4461
385747.1069,806097.7598,53.4480
385814.0997,806115.8500,55.0388
385936.5388,806098.8367,58.4149
385620.8378,806051.4485,51.6532
385619.5060,806039.4291,51.6618
385716.6574,806043.3757,51.6132
385719.6505,806032.4603,51.1758
385862.8091,806018.6061,58.4620
385469.1423,806075.4957,44.8936
385597.3104,806185.1396,52.1021
385606.2044,806289.9887,51.0620
385528.0549,806338.9186,43.2257
385550.6095,806227.3396,46.1349
385537.9258,806135.1939,46.7244
385484.8411,806189.5441,43.0713
385478.9496,806304.8658,41.7513
385424.0871,806270.0506,41.1963
385399.2550,806165.1857,39.7077
385398.1232,806050.9926,42.2841
385354.8852,806219.8203,39.9291
385277.4577,806086.4088,35.0628
385780.1932,806569.9174,61.2819
385718.1695,806543.3940,58.3920
385624.0608,806627.2838,56.5763
385580.6330,806576.0639,53.7473
385617.9174,806451.3918,50.0924
385493.3455,806471.3627,46.7256
385496.2192,806441.5550,45.7421
385358.9862,806487.2929,50.5917
385381.0678,806360.4367,40.8088
385251.9473,806400.4459,43.9996
385251.5788,806274.0958,37.0816
385123.8060,806293.3066,37.0164
385152.3217,806229.5259,38.1440
385199.8217,806160.1123,36.1044
385063.3689,806241.9140,34.0505
